respID,qID,altID,obsID,monthlyRent,location,distanceToMetro,squareFootage,fitnessCenter,twentyFourSevenConcierge,parking,communitySpace,utilitiesIncludedInRent,image
52,4,2,412,2500,5,5,500,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
52,4,3,412,1500,5,10,750,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
52,5,1,413,1500,1,15,500,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
52,5,2,413,2500,1,15,600,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
52,5,3,413,2000,1,20,750,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
52,6,1,414,1500,3,20,600,yes,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
52,6,2,414,1500,3,20,750,yes,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
52,6,3,414,2000,3,5,750,yes,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
52,7,1,415,2000,1,10,600,yes,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
52,7,2,415,1500,1,15,750,no,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
52,7,3,415,2000,1,5,500,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
52,8,1,416,2000,5,10,750,yes,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
52,8,2,416,2500,3,5,500,no,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
52,8,3,416,1500,1,20,600,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
53,1,1,417,2000,5,15,500,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
53,1,2,417,2500,1,20,600,yes,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
53,1,3,417,1500,5,5,600,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
53,2,1,418,2000,5,5,750,yes,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
53,2,2,418,2000,5,10,500,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
53,2,3,418,2000,5,10,600,yes,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
53,3,1,419,2000,5,5,600,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
53,3,2,419,2500,3,10,500,no,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
53,3,3,419,1500,1,5,750,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
53,4,1,420,2000,5,5,500,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
53,4,2,420,1500,5,10,500,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
53,4,3,420,2500,1,5,500,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
53,5,1,421,2500,1,15,600,yes,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
53,5,2,421,2500,1,10,600,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
53,5,3,421,1500,3,20,500,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
53,6,1,422,1500,3,20,500,yes,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
53,6,2,422,1500,3,15,600,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
53,6,3,422,2000,1,20,750,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
53,7,1,423,2500,3,10,500,no,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
53,7,2,423,2500,1,10,750,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
53,7,3,423,2500,1,20,750,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
53,8,1,424,2000,1,20,500,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
53,8,2,424,1500,3,20,600,yes,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
53,8,3,424,2000,5,20,750,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
54,1,1,425,2000,3,20,600,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
54,1,2,425,2000,3,20,750,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
54,1,3,425,1500,1,5,500,no,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
54,2,1,426,2000,5,20,750,yes,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
54,2,2,426,2000,5,10,600,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
54,2,3,426,2000,5,5,750,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
54,3,1,427,1500,1,20,500,yes,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
54,3,2,427,2500,1,15,500,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
54,3,3,427,1500,3,20,750,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
54,4,1,428,2000,5,10,750,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
54,4,2,428,2500,5,10,500,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
54,4,3,428,2000,5,20,750,yes,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
54,5,1,429,2500,1,15,750,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
54,5,2,429,2000,3,5,500,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
54,5,3,429,1500,5,10,600,no,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
54,6,1,430,1500,3,20,750,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
54,6,2,430,2000,3,15,600,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
54,6,3,430,2000,1,15,600,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
54,7,1,431,2500,5,5,600,yes,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
54,7,2,431,1500,3,10,500,no,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
54,7,3,431,2000,5,5,500,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
54,8,1,432,2500,1,20,750,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
54,8,2,432,1500,5,15,500,no,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
54,8,3,432,2500,3,5,600,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
55,1,1,433,2500,3,15,750,yes,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
55,1,2,433,2500,1,15,750,no,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
55,1,3,433,1500,5,20,600,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
55,2,1,434,2000,3,10,500,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
55,2,2,434,2000,5,20,500,yes,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
55,2,3,434,2000,5,20,750,no,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
55,3,1,435,1500,1,15,750,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
55,3,2,435,1500,1,20,600,no,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
55,3,3,435,1500,5,10,500,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
55,4,1,436,2000,1,20,600,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
55,4,2,436,2500,1,20,600,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
55,4,3,436,2500,5,15,600,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
55,5,1,437,2500,1,15,750,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
55,5,2,437,2500,5,5,600,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
55,5,3,437,2000,1,5,500,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
55,6,1,438,2000,3,15,750,yes,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
55,6,2,438,2000,5,5,750,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
55,6,3,438,2500,3,20,600,yes,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
55,7,1,439,2500,3,15,500,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
55,7,2,439,2000,3,15,600,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
55,7,3,439,2500,3,5,600,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
55,8,1,440,2000,3,5,600,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
55,8,2,440,1500,1,20,600,no,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
55,8,3,440,1500,5,5,750,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
56,1,1,441,2500,1,15,500,no,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
56,1,2,441,2000,5,15,500,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
56,1,3,441,1500,1,5,500,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
56,2,1,442,2500,3,20,500,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
56,2,2,442,2000,3,15,500,no,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
56,2,3,442,2000,5,10,500,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
56,3,1,443,2500,3,10,600,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
56,3,2,443,2500,3,15,500,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
56,3,3,443,2000,3,5,500,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
56,4,1,444,1500,5,5,750,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
56,4,2,444,1500,3,5,750,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
56,4,3,444,2000,3,20,600,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
56,5,1,445,1500,5,10,750,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
56,5,2,445,1500,3,20,500,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
56,5,3,445,1500,1,15,500,yes,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
56,6,1,446,1500,5,10,600,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
56,6,2,446,2000,5,10,600,yes,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
56,6,3,446,1500,1,15,500,no,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
56,7,1,447,1500,1,5,750,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
56,7,2,447,2500,1,20,500,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
56,7,3,447,2500,3,15,750,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
56,8,1,448,2500,5,5,750,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
56,8,2,448,1500,3,15,750,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
56,8,3,448,2500,3,10,500,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
57,1,1,449,2000,3,20,750,yes,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
57,1,2,449,2000,5,20,750,yes,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
57,1,3,449,2000,1,20,500,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
57,2,1,450,1500,5,10,750,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
57,2,2,450,1500,1,20,500,no,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
57,2,3,450,2000,5,10,500,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
57,3,1,451,1500,5,10,750,yes,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
57,3,2,451,1500,5,5,750,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
57,3,3,451,2000,1,20,600,no,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
57,4,1,452,2500,1,20,600,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
57,4,2,452,2500,1,15,600,no,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
57,4,3,452,2500,3,20,600,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
57,5,1,453,2500,5,10,500,yes,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
57,5,2,453,1500,5,10,500,no,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
57,5,3,453,2500,5,10,500,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
57,6,1,454,1500,3,5,750,yes,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
57,6,2,454,2000,3,10,750,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
57,6,3,454,1500,1,15,600,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
57,7,1,455,2500,3,20,500,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
57,7,2,455,1500,5,10,500,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
57,7,3,455,2500,3,10,600,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
57,8,1,456,2000,3,10,500,no,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
57,8,2,456,1500,1,10,750,no,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
57,8,3,456,1500,3,15,750,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
58,1,1,457,2000,3,5,750,no,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
58,1,2,457,1500,5,5,600,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
58,1,3,457,2000,3,10,600,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
58,2,1,458,2000,5,5,500,no,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
58,2,2,458,2500,1,20,750,no,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
58,2,3,458,2500,3,5,500,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
58,3,1,459,2500,5,20,750,no,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
58,3,2,459,1500,3,10,750,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
58,3,3,459,2000,1,10,750,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
58,4,1,460,2000,1,5,750,no,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
58,4,2,460,1500,3,15,500,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
58,4,3,460,1500,5,10,750,yes,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
58,5,1,461,2000,3,5,750,no,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
58,5,2,461,2500,3,15,750,yes,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
58,5,3,461,2000,1,15,750,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
58,6,1,462,1500,1,10,600,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
58,6,2,462,2500,1,15,600,yes,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
58,6,3,462,1500,5,10,500,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
58,7,1,463,2000,5,5,600,yes,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
58,7,2,463,2500,5,20,500,yes,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
58,7,3,463,2000,3,10,600,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
58,8,1,464,2500,5,20,600,yes,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
58,8,2,464,2000,3,15,500,yes,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
58,8,3,464,1500,1,15,600,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
59,1,1,465,1500,3,15,500,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
59,1,2,465,2000,1,5,500,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
59,1,3,465,1500,1,15,750,yes,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
59,2,1,466,2500,5,20,600,yes,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
59,2,2,466,1500,1,15,600,yes,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
59,2,3,466,1500,5,20,600,yes,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
59,3,1,467,1500,3,5,750,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
59,3,2,467,2500,3,5,500,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
59,3,3,467,1500,3,20,600,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
59,4,1,468,2500,1,5,600,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
59,4,2,468,2000,5,5,600,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
59,4,3,468,1500,5,10,600,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
59,5,1,469,2500,1,5,600,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
59,5,2,469,2500,5,10,750,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
59,5,3,469,2500,3,20,750,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
59,6,1,470,2000,3,10,750,no,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
59,6,2,470,2500,3,10,500,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
59,6,3,470,2000,1,15,750,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
59,7,1,471,2000,3,10,600,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
59,7,2,471,1500,1,5,750,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
59,7,3,471,1500,5,15,750,no,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
59,8,1,472,2000,1,5,750,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
59,8,2,472,2000,1,15,500,yes,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
59,8,3,472,1500,3,20,750,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
60,1,1,473,2000,5,20,500,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
60,1,2,473,2500,3,10,750,yes,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
60,1,3,473,1500,5,10,500,no,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
60,2,1,474,2000,5,5,750,yes,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
60,2,2,474,1500,3,20,500,no,yes,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
60,2,3,474,2500,3,5,500,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
60,3,1,475,2500,1,10,750,yes,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
60,3,2,475,1500,1,5,500,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
60,3,3,475,2000,1,15,750,no,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
60,4,1,476,1500,3,20,750,no,yes,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
60,4,2,476,2500,5,15,500,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
60,4,3,476,2000,1,20,500,yes,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
60,5,1,477,2500,1,10,600,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
60,5,2,477,1500,3,5,500,no,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
60,5,3,477,2000,1,15,600,yes,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
60,6,1,478,1500,1,15,750,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
60,6,2,478,2000,1,15,750,yes,no,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
60,6,3,478,2000,5,5,600,no,no,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
60,7,1,479,2500,3,10,750,no,no,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
60,7,2,479,2000,5,10,750,no,no,no,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
60,7,3,479,2500,1,20,600,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
60,8,1,480,2500,5,10,600,yes,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
60,8,2,480,1500,1,10,600,no,no,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
60,8,3,480,2500,3,10,750,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
61,1,1,481,1500,5,15,500,no,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
61,1,2,481,2500,5,15,500,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
61,1,3,481,2000,3,15,750,no,no,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
61,2,1,482,1500,5,10,750,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
61,2,2,482,2000,3,10,750,yes,yes,yes,no,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
61,2,3,482,2500,3,5,500,no,yes,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
61,3,1,483,2000,1,10,500,yes,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/500sqft.png
61,3,2,483,1500,5,5,600,no,yes,yes,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
61,3,3,483,2500,1,5,750,no,yes,no,no,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
61,4,1,484,2500,5,15,600,no,yes,no,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/600sqft.png
61,4,2,484,2500,3,15,750,yes,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
61,4,3,484,2500,5,20,750,no,no,yes,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
61,5,1,485,2000,3,5,750,no,yes,no,yes,no,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
61,5,2,485,2500,1,15,750,no,no,yes,yes,yes,https://raw.githubusercontent.com/MaxRybak1/formr/main/700sqft.png
